Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
jade-geode-set-of-4,Jade Geode Set of 4,"<p>Set of 4 green cellular geode resin coasters with green glitter centres.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3117,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3117.jpeg,1,Set of 4 green cellular geode resin coasters with green glitter centres,draft
jade-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3118.jpeg,2,Jade Geode coasters studio view,
jade-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3119.jpeg,3,Jade Geode coaster cellular pattern close-up,
jade-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3120.jpeg,4,Jade Geode coaster crystal edge detail,
jade-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3240.jpeg,5,Jade Geode coaster outdoor view,
jade-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3241.jpeg,6,Jade Geode coaster held in hand outdoors,
crimson-geode-set-of-4,Crimson Geode Set of 4,"<p>Set of 4 deep crimson geode resin coasters with red crystal edges.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3046,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3046.jpeg,1,Set of 4 deep crimson geode resin coasters with red crystal edges,draft
crimson-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3047.jpeg,2,Crimson Geode coasters top view,
crimson-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3048.jpeg,3,Crimson Geode coaster close-up,
crimson-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3313.jpeg,4,Crimson Geode coaster outdoor view,
crimson-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3314.jpeg,5,Crimson Geode coaster held in hand,
crimson-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3315.jpeg,6,Crimson Geode coaster close-up outdoor,
crimson-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3316.jpeg,7,Crimson Geode coaster close-up detail,
gilded-petal-set-of-4,Gilded Petal Set of 4,"<p>Set of 4 blush pink flower-shaped resin coasters with gold shimmer.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3049,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3049.jpeg,1,Set of 4 blush pink flower-shaped resin coasters with gold shimmer,draft
gilded-petal-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3050.jpeg,2,Gilded Petal coasters view 2,
gilded-petal-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3051.jpeg,3,Gilded Petal coaster close-up,
gilded-petal-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3304.jpeg,4,Gilded Petal coaster outdoor view,
gilded-petal-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3305.jpeg,5,Gilded Petal coaster held in hand,
gilded-petal-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3306.jpeg,6,Gilded Petal coaster gold centre close-up,
amethyst-geode-set-of-4,Amethyst Geode Set of 4,"<p>Set of 4 lavender geode resin coasters with red glitter centres.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3056,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3056.jpeg,1,Set of 4 lavender geode resin coasters with red glitter centres,draft
amethyst-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3057.jpeg,2,Amethyst Geode coasters view 2,
amethyst-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3058.jpeg,3,Amethyst Geode coaster close-up,
tide-pool-set-of-4,Tide Pool Set of 4,"<p>Set of 4 multicolour tie-dye cell pattern resin coasters.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3059,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3059.jpeg,1,Set of 4 multicolour tie-dye cell pattern resin coasters,draft
tide-pool-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3060.jpeg,2,Tide Pool coasters view 2,
tide-pool-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3061.jpeg,3,Tide Pool coaster close-up,
tide-pool-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3310.jpeg,4,Tide Pool coaster outdoor view,
tide-pool-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3311.jpeg,5,Tide Pool coaster held in hand outdoors,
tide-pool-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3312.jpeg,6,Tide Pool coaster outdoor close-up,
prism-eye-set-of-4,Prism Eye Set of 4,"<p>Set of 4 rainbow prism eye resin coasters with dark centre and explosion pattern.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3062,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3062.jpeg,1,Set of 4 rainbow prism eye resin coasters with dark centre and explosion pattern,draft
prism-eye-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3063.jpeg,2,Prism Eye coasters view 2,
prism-eye-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3064.jpeg,3,Prism Eye coaster close-up,
prism-eye-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3307.jpeg,4,Prism Eye coaster outdoor view,
prism-eye-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3308.jpeg,5,Prism Eye coaster held in hand,
prism-eye-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3309.jpeg,6,Prism Eye coaster centre close-up,
galaxy-petal-set-of-4,Galaxy Petal Set of 4,"<p>Set of 4 black resin coasters with white petal ring and multicolour gem crystal edges.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3065,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3065.jpeg,1,Set of 4 black resin coasters with white petal ring and multicolour gem crystal edges,draft
galaxy-petal-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3066.jpeg,2,Galaxy Petal coasters view 2,
galaxy-petal-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3067.jpeg,3,Galaxy Petal coaster petal edge close-up,
galaxy-petal-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3320.jpeg,4,Galaxy Petal coaster held in hand outdoors,
galaxy-petal-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3321.jpeg,5,Galaxy Petal coaster outdoor close-up,
coral-eye,Coral Eye,"<p>Teal and rust bull's-eye resin coaster with red crystal edges and gold flakes.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3068,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3068.jpeg,1,Teal and rust bull's-eye resin coaster with red crystal edges and gold flakes,draft
coral-eye,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3069.jpeg,2,Coral Eye coaster angled view,
coral-eye,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3070.jpeg,3,Coral Eye coaster side view,
coral-eye,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3071.jpeg,4,Coral Eye coaster pattern close-up,
coral-eye,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3072.jpeg,5,Coral Eye coaster detail,
coral-eye,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3323.jpeg,6,Coral Eye coaster held in hand outdoors,
coral-eye,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3324.jpeg,7,Coral Eye coaster outdoor view,
coral-eye,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3325.jpeg,8,Coral Eye coaster outdoor close-up,
stone-geode-set-of-4,Stone Geode Set of 4,"<p>Set of 4 grey white honeycomb resin coasters with gold centre and white crystal edges.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3073,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3073.jpeg,1,Set of 4 grey white honeycomb resin coasters with gold centre and white crystal edges,draft
stone-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3074.jpeg,2,Stone Geode coasters view 2,
stone-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3075.jpeg,3,Stone Geode coaster gold centre close-up,
stone-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3076.jpeg,4,Stone Geode coaster crystal edge close-up,
stone-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3329.jpeg,5,Stone Geode coaster outdoor view 2,
stone-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3330.jpeg,6,Stone Geode coaster held view 2,
stone-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3331.jpeg,7,Stone Geode coaster crystal edge outdoor,
ice-blue-geode-set-of-4,Ice Blue Geode Set of 4,"<p>Set of 4 ice blue geode resin coasters with white crystal edges.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3052,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3052.jpeg,1,Set of 4 ice blue geode resin coasters with white crystal edges,draft
ice-blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3053.jpeg,2,Ice Blue Geode coasters standing view,
ice-blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3055.jpeg,3,Ice Blue Geode coaster close-up,
ice-blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3317.jpeg,4,Ice Blue Geode coaster outdoor view,
ice-blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3318.jpeg,5,Ice Blue Geode coaster close-up outdoor,
ice-blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3319.jpeg,6,Ice Blue Geode coaster outdoor close-up,
teal-crackle-geode-set-of-4,Teal Crackle Geode Set of 4,"<p>Set of 4 teal crackle geode resin coasters with blue edges.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3078,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3078.jpeg,1,Set of 4 teal crackle geode resin coasters with blue edges,draft
teal-crackle-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3079.jpeg,2,Teal Crackle Geode coaster close-up,
teal-crackle-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3080.jpeg,3,Teal Crackle Geode coasters edge detail,
teal-crackle-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3290.jpeg,4,Teal Crackle Geode coaster outdoors,
teal-crackle-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3291.jpeg,5,Teal Crackle Geode coaster outdoor close-up,
teal-crackle-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3289.jpeg,6,Teal Crackle Geode coaster outdoor view,
reversible-blue-geode-set-of-4,Reversible Blue Geode Set of 4,"<p>Set of 4 reversible resin coasters - periwinkle blue geode on one side, white blue frost lace on the other.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3081,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3081.jpeg,1,"Set of 4 reversible resin coasters - periwinkle blue geode on one side, white blue frost lace on the other",draft
reversible-blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3082.jpeg,2,Periwinkle side studio view,
reversible-blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3083.jpeg,3,Periwinkle side close-up,
reversible-blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3084.jpeg,4,Frost lace side studio view of all 4,
reversible-blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3085.jpeg,5,Frost lace side studio view,
reversible-blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3086.jpeg,6,Frost lace side macro top view,
reversible-blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3087.jpeg,7,Frost lace side macro angled,
reversible-blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3286.jpeg,8,Periwinkle side outdoors on table,
reversible-blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3287.jpeg,9,Periwinkle side held in hand,
reversible-blue-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3288.jpeg,10,Periwinkle side macro detail,
purple-nebula-set-of-4,Purple Nebula Set of 4,"<p>Set of 4 dark purple resin coasters with green nebula glow and sparkles.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3088,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3088.jpeg,1,Set of 4 dark purple resin coasters with green nebula glow and sparkles,draft
purple-nebula-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3089.jpeg,2,Purple Nebula coasters studio view,
purple-nebula-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3090.jpeg,3,Purple Nebula coaster edge close-up,
purple-nebula-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3335.jpeg,4,Purple Nebula coaster outdoor view,
purple-nebula-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3337.jpeg,5,Purple Nebula coaster outdoor close-up,
ocean-daisy,Ocean Daisy,"<p>Teal blue flower resin coaster with clear resin bubble border.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3091,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3091.jpeg,1,Teal blue flower resin coaster with clear resin bubble border,draft
ocean-daisy,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3092.jpeg,2,Ocean Daisy coaster bubble edge detail,
ocean-daisy,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3093.jpeg,3,Ocean Daisy coaster studio view,
ocean-daisy,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3326.jpeg,4,Ocean Daisy coaster outdoor lifestyle,
ocean-daisy,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3328.jpeg,5,Ocean Daisy coaster outdoor view 2,
blue-marble-set-of-4,Blue Marble Set of 4,"<p>Set of 4 white resin coasters with blue marble swirl pattern.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3094,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3094.jpeg,1,Set of 4 white resin coasters with blue marble swirl pattern,draft
blue-marble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3095.jpeg,2,Blue Marble coasters studio view,
blue-marble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3096.jpeg,3,Blue Marble coaster swirl close-up,
blue-marble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3097.jpeg,4,Blue Marble coaster swirl macro,
blue-marble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3263.jpeg,5,Blue Marble coaster held in hand outdoors,
blue-marble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3264.jpeg,6,Blue Marble coaster outdoor close-up,
amethyst-bloom-set-of-4,Amethyst Bloom Set of 4,"<p>Set of 4 purple pink flower resin coasters with amethyst crystal edges.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3098,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3098.jpeg,1,Set of 4 purple pink flower resin coasters with amethyst crystal edges,draft
amethyst-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3099.jpeg,2,Amethyst Bloom coaster petal detail,
amethyst-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3100.jpeg,3,Amethyst Bloom coaster close-up,
amethyst-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3101.jpeg,4,Amethyst Bloom coaster detail,
amethyst-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3218.jpeg,5,Amethyst Bloom coaster outdoor view,
amethyst-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3219.jpeg,6,Amethyst Bloom coaster held in hand outdoors,
fiesta-set-of-4,Fiesta Set of 4,"<p>Set of 4 lime green resin coasters with rainbow red blue and maroon tie-dye pattern.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3102,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3102.jpeg,1,Set of 4 lime green resin coasters with rainbow red blue and maroon tie-dye pattern,draft
fiesta-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3103.jpeg,2,Fiesta coasters studio view,
fiesta-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3104.jpeg,3,Fiesta coaster close-up,
fiesta-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3105.jpeg,4,Fiesta coaster pattern detail,
fiesta-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3238.jpeg,5,Fiesta coaster outdoor close-up,
fiesta-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3239.jpeg,6,Fiesta coaster held in hand outdoors,
sea-glass-geode-set-of-4,Sea Glass Geode Set of 4,"<p>Set of 4 teal green geode resin coasters with silver druzy crystal edges.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3106,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3106.jpeg,1,Set of 4 teal green geode resin coasters with silver druzy crystal edges,draft
sea-glass-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3107.jpeg,2,Sea Glass Geode coasters studio view,
sea-glass-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3108.jpeg,3,Sea Glass Geode coaster macro detail,
sea-glass-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3109.jpeg,4,Sea Glass Geode coaster centre close-up,
sea-glass-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3220.jpeg,5,Sea Glass Geode coaster outdoor close-up,
metallic-rose-coasters,Metallic Rose Coasters,"<p>Set of 5 metallic iridescent rose-shaped resin coasters in purple, green, blue and pink.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3136,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3136.jpeg,1,"Set of 5 metallic iridescent rose-shaped resin coasters in purple, green, blue and pink",draft
metallic-rose-coasters,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3137.jpeg,2,Metallic Rose coasters outdoor view,
metallic-rose-coasters,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3216.jpeg,3,Metallic Rose coasters outdoor view on patio table,
metallic-rose-coasters,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3138.jpeg,4,Metallic Rose coaster holographic sparkle macro,
forest-blossom-set-of-5,Forest Blossom Set of 5,"<p>Set of 5 flower-shaped resin coasters with teal green glitter edges, white centres and holographic sparkle.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3110,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3110.jpeg,1,"Set of 5 flower-shaped resin coasters with teal green glitter edges, white centres and holographic sparkle",draft
forest-blossom-set-of-5,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3111.jpeg,2,Forest Blossom coasters studio view,
forest-blossom-set-of-5,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3112.jpeg,3,Forest Blossom coasters studio view 2,
forest-blossom-set-of-5,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3113.jpeg,4,Forest Blossom coasters studio view 3,
forest-blossom-set-of-5,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3114.jpeg,5,Forest Blossom coaster centre close-up,
forest-blossom-set-of-5,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3115.jpeg,6,Forest Blossom coaster petal detail,
forest-blossom-set-of-5,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3116.jpeg,7,Forest Blossom coaster macro detail,
forest-blossom-set-of-5,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3250.jpeg,8,Forest Blossom coaster outdoor view,
forest-blossom-set-of-5,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3251.jpeg,9,Forest Blossom coaster held in hand outdoors,
orchid-blossom-set-of-4,Orchid Blossom Set of 4,"<p>Set of 4 flower-shaped resin coasters with purple and magenta glitter petals and clear scalloped edges.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3121,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3121.jpeg,1,Set of 4 flower-shaped resin coasters with purple and magenta glitter petals and clear scalloped edges,draft
orchid-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3122.jpeg,2,Orchid Blossom coasters studio view,
orchid-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3125.jpeg,3,Orchid Blossom coasters studio view 2,
orchid-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3123.jpeg,4,Orchid Blossom coaster petal close-up,
orchid-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3124.jpeg,5,Orchid Blossom coaster centre detail,
orchid-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3126.jpeg,6,Orchid Blossom coaster macro detail,
orchid-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3127.jpeg,7,Orchid Blossom coaster sparkle close-up,
orchid-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3232.jpeg,8,Orchid Blossom coaster outdoor view,
orchid-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3233.jpeg,9,Orchid Blossom coaster outdoor view 2,
orchid-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3234.jpeg,10,Orchid Blossom coaster held in hand outdoors,
orchid-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3235.jpeg,11,Orchid Blossom coaster held in hand outdoors 2,
royal-mandala-set-of-4,Royal Mandala Set of 4,"<p>Set of 4 round resin coasters with purple, cobalt and gold mandala sunburst pattern.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3128,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3128.jpeg,1,"Set of 4 round resin coasters with purple, cobalt and gold mandala sunburst pattern",draft
royal-mandala-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3129.jpeg,2,Royal Mandala coasters studio view,
royal-mandala-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3130.jpeg,3,Royal Mandala coaster gold ring close-up,
royal-mandala-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3131.jpeg,4,Royal Mandala coaster pattern detail,
royal-mandala-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3217.jpeg,5,Royal Mandala coaster outdoor view,
poppy-set-of-4,Poppy Set of 4,"<p>Set of 4 orange and red resin coasters with marbled web vein pattern.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3143,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3143.jpeg,1,Set of 4 orange and red resin coasters with marbled web vein pattern,draft
poppy-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3144.jpeg,2,Poppy coasters studio view,
poppy-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3145.jpeg,3,Poppy coaster web pattern close-up,
poppy-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3146.jpeg,4,Poppy coaster macro detail,
poppy-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3221.jpeg,5,Poppy coaster outdoor view,
